GasDate,FacilityName,FacilityId,ConnectionPointName,ConnectionPointId,ActualQuantity,FlowDirection,State,LocationName,LocationId,Quality
15/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,81.497,DELIVERY,NSW,Sydney,520008,OK
15/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.316,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.125,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.907,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.013,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,7.265,DELIVERY,NSW,Sydney,520008,OK
15/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.286,DELIVERY,NSW,Sydney,520008,OK
15/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
15/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,10.016,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,4.132,DELIVERY,NSW,Canberra,520009,OK
15/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.192,DELIVERY,NSW,Regional - NSW,590011,OK
15/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,180.001,RECEIPT,VIC,Longford Hub,530015,OK
15/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,20.695,DELIVERY,VIC,Longford Hub,530015,OK
15/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,12.409,DELIVERY,VIC,Longford Hub,530015,OK
15/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,2.721,DELIVERY,VIC,Regional - VIC,590012,OK
15/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.492,DELIVERY,VIC,Regional - VIC,590012,OK
15/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
15/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
16/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,80.25,DELIVERY,NSW,Sydney,520008,OK
16/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.175,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.127,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.81,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.016,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,7.21,DELIVERY,NSW,Sydney,520008,OK
16/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.187,DELIVERY,NSW,Sydney,520008,OK
16/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
16/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,3.95,DELIVERY,NSW,Canberra,520009,OK
16/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.195,DELIVERY,NSW,Regional - NSW,590011,OK
16/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,149.682,RECEIPT,VIC,Longford Hub,530015,OK
16/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,15.491,DELIVERY,VIC,Longford Hub,530015,OK
16/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,18.806,DELIVERY,VIC,Longford Hub,530015,OK
16/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,1.127,DELIVERY,VIC,Regional - VIC,590012,OK
16/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.552,DELIVERY,VIC,Regional - VIC,590012,OK
16/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
16/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
17/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,64.605,DELIVERY,NSW,Sydney,520008,OK
17/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.092,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.151,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,4.849,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.025,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,7.301,DELIVERY,NSW,Sydney,520008,OK
17/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.352,DELIVERY,NSW,Sydney,520008,OK
17/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
17/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,5.089,DELIVERY,NSW,Canberra,520009,OK
17/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.186,DELIVERY,NSW,Regional - NSW,590011,OK
17/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,140.002,RECEIPT,VIC,Longford Hub,530015,OK
17/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,15.432,DELIVERY,VIC,Longford Hub,530015,OK
17/01/2020,Eastern Gas Pipeline,520047,VicHub - Delivery,1302005,26.526,DELIVERY,VIC,Longford Hub,530015,OK
17/01/2020,Eastern Gas Pipeline,520047,Bairnsdale,1302006,1.258,DELIVERY,VIC,Regional - VIC,590012,OK
17/01/2020,Eastern Gas Pipeline,520047,Bairnsdale City Gate,1302007,0.576,DELIVERY,VIC,Regional - VIC,590012,OK
17/01/2020,Eastern Gas Pipeline,520047,Orbost,1302008,0,RECEIPT,VIC,Regional - VIC,590012,OK
17/01/2020,Eastern Gas Pipeline,520047,EGP to Orbost,1390015,0,DELIVERY,VIC,Regional - VIC,590012,OK
18/01/2020,Eastern Gas Pipeline,520047,Tallawarra,1202002,0,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Horsley Park,1202003,61.635,DELIVERY,NSW,Sydney,520008,OK
18/01/2020,Eastern Gas Pipeline,520047,Smithfield,1202004,4.219,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Cooma,1202009,0.111,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Bomaderry,1202010,5.313,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Bombala,1202011,0.02,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Port Kembla,1202012,6.432,DELIVERY,NSW,Sydney,520008,OK
18/01/2020,Eastern Gas Pipeline,520047,Albion Park,1202013,2.265,DELIVERY,NSW,Sydney,520008,OK
18/01/2020,Eastern Gas Pipeline,520047,Wilton EGP,1202014,0,DELIVERY,NSW,Sydney,520008,OK
18/01/2020,Eastern Gas Pipeline,520047,Wilton MSP,1202015,0,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Hoskinstown,1202016,3.565,DELIVERY,NSW,Canberra,520009,OK
18/01/2020,Eastern Gas Pipeline,520047,Nowra,1202017,0.174,DELIVERY,NSW,Regional - NSW,590011,OK
18/01/2020,Eastern Gas Pipeline,520047,Longford,1302000,124.976,RECEIPT,VIC,Longford Hub,530015,OK
18/01/2020,Eastern Gas Pipeline,520047,TGP,1302001,13.991,DELIVERY,VIC,Longford Hub,530015,OK
